,nickname,text,score,like,dislike,time,watch_movie
915,danc****,괜찮은 로맨틱 코메디ㅋ,10,0,0,2008-02-14 13:42,0
916,0lyh****,드류배리모어 정말이쁘구 깜찍햇던거같구요  ~ 영화너무재미이썽ㅆ네용,10,0,0,2008-02-14 12:14,0
917,jent****,재밌기도 하고 감동적이기도 하고 사랑스러웠던 영화^^♥,10,0,0,2008-02-13 19:56,0
918,zlec****,팝+웃음+로맨스+감동,10,0,0,2008-02-13 12:18,0
919,rook****,영화로써만 가능하기에 아름답다,9,0,0,2008-02-13 3:16,0
920,cola****,뻔한 엔딩 하지만 두 스타의 비벼먹기 콤보,8,0,0,2008-02-11 23:42,0
921,zach****,뻔하고 별거없는 내용이라도 드류가 먹어주네...이래서 배우가 중요해,8,0,0,2008-02-11 22:26,0
922,newb****,드류베리모어 너무 좋다~,10,0,0,2008-02-11 8:45,0
923,oliv****,마지막 엔딩이 아쉬운 영화,9,0,0,2008-02-10 15:27,0
924,supe****,뻔한게 오히려 장점.. 최고의 작품!,10,0,0,2008-02-10 5:07,0
925,sh68****,시간가는줄몰랐던....음악도 좋고 좋은영화!,10,0,0,2008-02-09 17:42,0
926,ddai****,휴그랜트 짱짱!!,10,0,0,2008-02-09 17:32,0
927,ttws****,로맨틱 코미디의 정석. Pop! Gose My Heart~ 팝 고즈 마 헐ㅌ.ㅋ,8,0,0,2008-02-09 8:48,0
928,rjsa****,재미있긴한데요 저가생각할때에는 마지막부분이좀아쉽네요..ㅋ,8,0,0,2008-02-08 22:45,0
929,lbn0****,집중하며 너무 재밌게 본 영화!,10,0,0,2008-02-08 21:22,0
930,sind****,좋은 노래 좋은 영화....,8,0,0,2008-02-08 20:01,0
931,head****,휴그랜트 옛날 그룹 때 모습 죵늬귀여워....,10,0,0,2008-02-08 17:29,0
932,gard****,"앤딩과 노래가 좋고, 두 배우가 좋았다...",9,0,0,2008-02-08 4:46,0
933,1201****,재미있고 사랑을 찾아가는 길이라는게 좋아요~,10,0,0,2008-02-07 18:06,0
934,dnfl****,좋네요,10,0,0,2008-02-06 22:55,0
935,dbwp****,아름다운 사랑을 노래로 표현한게 아주 멋있고 좋왔다~,10,0,0,2008-02-06 13:26,0
936,0224****,달콤한 영화,10,0,0,2008-02-06 6:14,0
937,kmw6****,아름다운 노래와 아름다운 사랑을 보여준 영화,10,0,0,2008-02-05 16:11,0
938,pret****,Oh will you dance with me tonight?,9,0,0,2008-02-05 2:05,0
939,eunb****,내 마음을 설레게 하는 영화 :),10,0,0,2008-02-05 0:01,0
940,jins****,드류베리모어~ 사랑스러워요~,10,0,0,2008-02-04 0:49,0
941,ekql****,기억남는건 별로없지만ㅋㅋㅋ그래두 재밌었어요^^,10,0,0,2008-02-03 14:46,0
942,rlad****,보는 내내 입가에 흐믓한 미소가ㅎㅎ 드류의 매력에 퐁당 퐁당 돌을던져라~,8,0,0,2008-02-03 0:25,0
943,ahkj****,정말 재밋는노래 ㅠㅠ 노래도 너무좋고 ㅋㅋ,10,0,0,2008-02-02 22:31,0
944,vldz****,괜찮은 영화인것 같긴한데 도무지 기억에 남는게 없다;;,6,0,0,2008-02-02 19:21,0
945,wkdt****,우연히 표가 생겨서 영화관에서 봤었는데..정말 재미있었던^^,10,0,0,2008-02-02 6:01,0
946,uio9****,"노래도좋았고,드류 베리모어가..연기할떄 나타나는 귀여움??;;;;이 좋았어요",10,0,0,2008-02-01 8:45,0
947,chri****,주인공들과 음악이 매력적이라 영화도 이 정도 감흥은 불러낼 수 있는 정도다-,7,0,0,2008-01-31 14:59,0
948,dkdl****,뮤직이 너무좋았던 영화~ㅋ Way Back into love~,10,0,0,2008-01-31 14:51,0
949,one1****,"틀에 박힌 영화, 그래서 재미도 기본은 가는게 아닐까? 그나저나 코라 굿",8,0,0,2008-01-31 6:08,0
950,hsy1****,정말 .....좋다 ㅎㅎ  한번쯤 봐야되 !!,10,0,0,2008-01-30 22:59,0
951,hyr1****,아름답고 좋았던 영화!,10,0,0,2008-01-30 17:44,0
952,born****,pop! goes my heart! :-),10,0,0,2008-01-30 12:42,0
953,kjty****,귀여웠던 영화,9,0,0,2008-01-29 19:39,0
954,dina****,로맨틱 ㅋㅋ  쩜 ㅋㅋ 진짜 잼슴 추천 노래가 넘맘에 들어요,10,0,0,2008-01-29 15:29,0
955,mysk****,감동이다,10,0,0,2008-01-29 13:40,0
956,fofo****,솔직히 기대에 못미쳤다.! 그래도 가볍게 즐기면서 볼수있는 영화인듯,6,0,0,2008-01-29 12:11,0
957,yoon****,"Music And Lyrics, 2007",10,0,0,2008-01-28 2:31,0
958,qodu****,"코라가 넘 섹시하다,,, ㅎ~",10,0,0,2008-01-27 18:27,0
959,matt****,OST가 확실히....,10,0,0,2008-01-27 16:56,0
960,rh79****,좋다.,10,0,0,2008-01-27 3:05,0
961,dhj5****,OST 짱,10,0,0,2008-01-26 12:43,0
962,tonk****,재미있다...,10,0,0,2008-01-26 11:38,0
963,refr****,조금 유치하지만 기분 좋은 러브 스토리,8,0,0,2008-01-26 1:55,0
964,9920****,이영화때문에 로맨스 영화에 푹빠져버렷네여.,10,0,0,2008-01-26 1:51,0
965,euns****,감동 그 자체,10,0,0,2008-01-26 0:19,0
966,mnki****,노팅힐 생각하며 휴그랜트때문에 본 영화. 노팅힐 이상. 만점! 즐거웠다.,10,0,0,2008-01-25 10:52,0
967,kto3****,전체적으로 내맘에 쏙든다.. 특히 OST,9,0,0,2008-01-25 1:07,0
968,cjst****,발랄하며 노래가 좋았던 영화,8,0,0,2008-01-24 19:07,0
969,anyy****,가볍게 보기 아주 좋다.,10,0,0,2008-01-24 14:02,0
970,cape****,뻔한 스토리를 전체적으로 너무 가볍게 만들어서 그런지/// 재미도 없고 감동도..없어,6,0,0,2008-01-24 12:59,0
971,wing****,음악도 좋고 내용도 로맨틱 해서 진짜 좋음~^0^,10,0,0,2008-01-22 13:10,0
972,leyc****,연인끼리 재밌게 볼수 있는 영화,10,0,0,2008-01-22 5:14,0
973,jhhw****,볼땐 재밌는 영홬ㅋㅋㅋ,8,0,0,2008-01-21 18:30,0
974,subi****,팔쩜오 내지 구쩜이 주쟈,10,0,0,2008-01-21 1:46,0
975,wlsg****,음악을 소재로 한 아~~주 재밌는 로맨틱영화,10,0,0,2008-01-20 14:00,0
976,clic****,재밌다~,7,0,0,2008-01-19 2:01,0
977,ultr****,꺅. 로맨틱코미디라는 장르를 다루면서도 가볍지않은 참 멋진 영화.,10,0,0,2008-01-19 1:04,0
978,nocg****,음악과 함께하는 로맨스 코디미 너무 재밌어요 ㅅㅅ,8,0,0,2008-01-18 0:50,0
979,setm****,이런식의 영화 너무좋아한다. 하지만 마지막에 소피랑 같이 불렀으면 더욱 좋았을걸,10,0,0,2008-01-17 15:41,0
980,88mi****,배우들 연기를 보면서 너무 행복했어요 ㅎㅎ 음악도정말좋구요~~,9,0,0,2008-01-16 16:34,0
981,dign****,잔잔한 감동이 남는..,10,0,0,2008-01-15 17:59,0
982,tkdd****,완전짱!,10,0,0,2008-01-15 11:24,0
983,ase8****,좋은데요 ~,10,0,0,2008-01-15 2:27,0
984,soft****,완전재밋다 ㅎㅎ,10,0,0,2008-01-14 22:53,0
985,godq****,음악이 정말 좋았다~ 스토리도 그럭저럭^^,8,0,0,2008-01-14 21:43,0
986,chlt****,스토리전개가 정말좋타... ost는 더좋타~~,9,0,0,2008-01-14 6:08,0
987,wjdd****,정말 재밌게 봤던것 같아요,10,0,0,2008-01-13 18:04,0
988,taeh****,Wham이 떠올랐다. 레트로 스타일의 음악이 가득한 유쾌한 영화.,9,0,0,2008-01-13 16:55,0
989,hanj****,괜찮은영화,8,0,0,2008-01-11 17:04,0
990,kwon****,way back into love 싸이 배경음악 ㅋㅋㅋ 이노래 때문에 10점 영화는8~9점,10,0,0,2008-01-10 22:56,0
991,pipo****,좋은 노래와 감동이 밀려오는 영화 - 안본사람 강추!!!,8,0,0,2008-01-09 22:50,0
992,stev****,엄청 재밋던데,10,0,0,2008-01-09 13:12,0
993,cher****,굿굿굿,10,0,0,2008-01-09 3:11,0
994,jk60****,나오는음악 하나같이 좋네요..ㅎㅎ 시간가는줄 모르고 재밌는영화..그거면된거지,8,0,0,2008-01-09 1:26,0
995,gkdi****,음악이 너무 좋았다,10,0,0,2008-01-07 13:08,0
996,sand****,"판에 박힌 로맨틱 영화지만, 노래가 너무나도 좋았다. ""노래가 영화를 살렸다.""",8,0,0,2008-01-06 21:07,0
997,love****,"감동이에요, 너무좋아요",10,0,0,2008-01-06 3:00,0
998,c028****,최근에 본 최고의 영화였습니다.,10,0,0,2008-01-06 1:45,0
999,kcsa****,재미있습니다. 아정말 오랜만에 마음이 따끈해지는듯한?ㅋㅋ 암튼 잼써요,10,0,0,2008-01-06 1:36,0
1000,snsd****,정말 너무 재밌어~! 음악이 예술 코라도 넘이뽀,10,0,0,2008-01-05 0:58,0
1001,shou****,스토리는 로맨틱코메디에서 벗어나지않지만 흐른는 음악과함께 감동을준다,10,0,0,2008-01-03 18:20,0
1002,fpah****,평점이 왤케 높은지..그냥 그랬다 음악은 좋았던~~,8,0,0,2008-01-03 13:22,0
1003,jina****,너무 뻔한 스토리지만...빠져드는 이야기..,8,0,0,2008-01-02 1:46,0
1004,seji****,볼만하지만 사랑하기까지의 연결이 좀 엉성하다.,7,0,0,2007-12-31 23:45,0
1005,imah****,good,8,0,0,2007-12-31 19:32,0
1006,cona****,"정말 사랑,감동이 넘치는 영화 , 지금까지 본 외국영화중 최고 ~!!",10,0,0,2007-12-30 15:21,0
1007,reds****,뻔한 스토리 뻔한 결말... 드류 베리모어가 이뻐서 만점준다,10,0,0,2007-12-30 11:13,0
1008,qetu****,배우들 연기도 정말 좋았고.. 특히 노래가 좋았다..,9,0,0,2007-12-30 2:13,0
1009,cjyc****,"노래좋다, ㅋㅋ 잔잔한감동",10,0,0,2007-12-29 17:22,0
1010,viol****,"올해 초, 극장에서 본 영화. 노래때문이라도 흥미가 절로~",9,0,0,2007-12-28 23:37,0
1011,noen****,좋은 음악과 두 배우와의 조합,10,0,0,2007-12-28 16:08,0
1012,dlqu****,진짜 지금까지 본 영화중에 최고의 영화,10,0,0,2007-12-27 23:33,0
1013,pyun****,"뻔한 줄거리 뻔한 진행 뻔한 결말이지만, 이런 노래 이런 영화가 좋다!",9,0,0,2007-12-27 22:18,0
1014,cher****,보고 또봐도 재미있는 ^^,10,0,0,2007-12-27 20:44,0
1015,hell****,아..정말 상큼해... 이런사랑 한번해보고싶네요 ㅋㅋㅋㅋㅋㅋ,10,0,0,2007-12-27 15:24,0
1016,dodo****,휴그렌트 너무 로맨틱한걸ㅎㅎ,10,0,0,2007-12-27 4:13,0
1017,nano****,귀엽고 예쁜 드류 베리모어^^,10,0,0,2007-12-27 2:14,0
1018,enjo****,노래GooD,10,0,0,2007-12-26 22:36,0
1019,shin****,노래좋아요~,10,0,0,2007-12-26 21:39,0
1020,chlw****,노래가 너무 좋아요 DVD 방에서 보니깐 약간 잠와서.. 4.5 ㅋ,9,0,0,2007-12-26 15:42,0
1021,alsq****,노래가좋다~~,10,0,0,2007-12-25 19:38,0
1022,sooa****,재밌었어요 ~~노래도 좋구 추천할만한 영화 ^^,10,0,0,2007-12-25 18:24,0
1023,spah****,노래가 좋죠 ^^ ㅋ,9,0,0,2007-12-25 11:41,0
1024,caw1****,그냥 무난히 볼만한 영화...,9,0,0,2007-12-24 21:08,0
1025,gusv****,노래만 좋다..,7,0,0,2007-12-24 20:45,0
1026,youn****,재밋다 조아.,8,0,0,2007-12-24 19:12,0
1027,tend****,"즐겁고, 행복한..",10,0,0,2007-12-24 16:15,0
1028,ksw8****,완전최고 내생에 최고의영화,10,0,0,2007-12-23 16:00,0
1029,tojo****,말그대로 정말 훈훈한영화,9,0,0,2007-12-22 22:07,0
1030,kus7****,감동적이에요~유쾌하면서도 신선하네요!,10,0,0,2007-12-22 11:32,0
1031,thdd****,진짜좋아요!!꼭보세요 강추,10,0,0,2007-12-21 19:33,0
1032,gdil****,너무 뻔한 이야기지만 정말 좋군요 ost구입해야겟음,10,0,0,2007-12-21 17:58,0
1033,hani****,최고다!!!,10,0,0,2007-12-19 20:43,0
1034,hyun****,요즘 이런게 끌리네,10,0,0,2007-12-19 15:44,0
1035,rmsd****,ㅠㅠ....조아조앙,10,0,0,2007-12-19 14:52,0
1036,plat****,OST는 정말 멋지다. 하지만 내용은 조금 미흡하다.,7,0,0,2007-12-18 23:57,0
1037,khyo****,"훗,,노래도 끝내줌..ㅠ",10,0,0,2007-12-18 21:23,0
1038,fbeh****,항상 보고 싶었던 영화 드디어 봤는데 기대한 만큼 재미있었던 영화:),9,0,0,2007-12-18 1:35,0
1039,jooi****,영화는 OST만큼 좋지 않았다. OST > 영화,7,0,0,2007-12-17 15:36,0
1040,sdg5****,유쾌한 영화 OST는 보너스!,10,0,0,2007-12-17 12:26,0
1041,wodl****,"재밌었어요, 특히 노래도 좋았구요!!",8,0,0,2007-12-16 22:30,0
1042,dldu****,재밌엇어요 # 못보신 분들은  꼭 한번 보세요!,10,0,0,2007-12-16 13:20,0
1043,qute****,영화도 너무 감동적이고... 나오는 노래들도 다 감동적이에요^^,10,0,0,2007-12-16 2:32,0
1044,athe****,작사가와 작곡가 커플..이라는건 참 낭만적이었지만.......,7,0,0,2007-12-15 21:32,0
1045,babo****,^^굿,10,0,0,2007-12-14 17:00,0
1046,seun****,좋은영화 ~ ㅋㅋ,10,0,0,2007-12-14 11:59,0
1047,hini****,정말 로맨틱 하면서 감동찡한 영화 입니다 .^^ 정말 추천합니다,10,0,0,2007-12-14 9:21,0
1048,bbon****,유쾌한 로맨스 ㅎㅎ,9,0,0,2007-12-13 16:02,0
1049,joy1****,코라의 그 종교성 짙은 음악... 은근히 좋지 않아요?ㅋㅋ,8,0,0,2007-12-12 21:21,0
1050,drac****,재밋어요~ 노래 정말 좋아요!!,10,0,0,2007-12-11 23:30,0
1051,khma****,드류베리모어와 휴그랜트가 조합을 잘이뤄서 노래도 좋습니다^^~,10,0,0,2007-12-11 17:33,0
1052,1015****,이영화 비평하는 새끼들은 영화를 모른다,10,0,0,2007-12-11 11:35,0
1053,toto****,별 내용 없지만.. 노련미?,6,0,0,2007-12-11 6:14,0
1054,red1****,영화가 끝나고 머릿속에서 지워지지 않는 멜로디. 드류의 사랑스런 연기.,10,0,0,2007-12-10 20:16,0
1055,dmzs****,초반은 좋았다..그러나 중반 이후부터 진부한 헐리우드식 로맨틱코미디,6,0,0,2007-12-10 15:17,0
1056,leeh****,그저 그렇다.,7,0,0,2007-12-09 4:49,0
1057,nake****,졸라? 재밌지.,10,0,0,2007-12-07 23:59,0
1058,ccug****,ㅋㅋㅋㅋㅋㅋㅋ잼잇엇슴ㅁㅁㅁㅁㅁ,10,0,0,2007-12-07 21:17,0
1059,jgh2****,ost가 너무 마음에 들어요,10,0,0,2007-12-07 20:23,0
1060,gbgh****,ost덕분에 영화가 산다,8,0,0,2007-12-07 1:45,0
1061,yoon****,재밌었다,10,0,0,2007-12-06 23:29,0
1062,stj2****,기본에 충실한 영화. 재밌다.,8,0,0,2007-12-06 13:23,0
1063,minh****,행복한 로맨틱 코메디에 멋진 음악~ 좋다,8,0,0,2007-12-05 11:13,0
1064,ewas****,배경음악 굿,9,0,0,2007-12-03 23:38,0
1065,suny****,노래 덕분에 살았다고 볼수 있겠지... 절정이 빠진듯한 영화,10,0,0,2007-12-03 0:46,0
1066,mr_p****,"기대보다,,,별로",7,0,0,2007-12-02 22:41,0
1067,tuy3****,노래가 너무 좋아요 ^ㅡ^,10,0,0,2007-12-02 11:50,0
1068,sisu****,"다행히 노래가 좋아서, 영화가 살아난다",7,0,0,2007-12-01 22:00,0
1069,rlgm****,완전 잼써여^^ 노래 진짜 조아ㅛ ^,10,0,0,2007-12-01 11:13,0
1070,ehdg****,재밋네,10,0,0,2007-12-01 4:22,0
1071,radi****,밀고 땅기는 힘은 부족하지만 두배우의 매력은 느낄 수있다 음악도...,7,0,0,2007-12-01 2:07,0
1072,idet****,박자조절이 약간 아쉬운...,7,0,0,2007-11-30 22:38,0
1073,kyjk****,마음을 따뜻하게 하는 영화와 여운이 계속 남는 훌륭한 ost,10,0,0,2007-11-27 22:17,0
1074,boos****,드류 베리모어의 매력이란 이런 것,10,0,0,2007-11-27 3:01,0
1075,jero****,노래만 빛나다,6,0,0,2007-11-27 2:41,0
1076,kazi****,"어쩌면 뻔하지만 그래도,가슴잔잔해지는 영화..",10,0,0,2007-11-25 18:16,0
1077,pugi****,가슴을눈물로훈훈하게적셔주는그런영화무엇보다배경음악이좋았던그런영화,10,0,0,2007-11-25 13:23,0
1078,gil2****,지나친기대는 금물... 잔잔하고 좋은 영화입니다.,10,0,0,2007-11-25 9:49,0
1079,shin****,팝 뮤비에서 휴그랜트 안무에 씩 웃어줏고-,9,0,0,2007-11-25 4:03,0
1080,kdg2****,꽤 괜찮았다.,7,0,0,2007-11-25 3:35,0
1081,3011****,최고~,10,0,0,2007-11-24 16:10,0
1082,cjw2****,"1.휴그랜트 꾀 잘하네, 2.드류베리모어 나이먹어도 예쁘네",7,0,0,2007-11-24 1:24,0
1083,uds0****,꽤 잘 만든 로맨틱 코미디,8,0,0,2007-11-23 22:52,0
1084,by08****,정말 멋져요,10,0,0,2007-11-23 16:27,0
1085,rkda****,정말 재밌어요 훈훈함,10,0,0,2007-11-23 12:35,0
1086,sung****,기대 말고 보시면 재밌을 듯합니다. 유쾌한 두 사람의 만남,7,0,0,2007-11-22 22:07,0
1087,lin8****,정말 내인생 최고의영화 ㅜ_ㅜ,10,0,0,2007-11-22 18:05,0
1088,joon****,노래는 좋군요~,6,0,0,2007-11-22 0:26,0
1089,tnun****,"휴그랜트,드류베리모어라는 두 멋진배우와 멋진음악. 정말 최고 !!",10,0,0,2007-11-20 12:06,0
1090,skm3****,휴그랜트의코믹한연기+질높은음악 보는내내 훈훈했다.,10,0,0,2007-11-20 10:56,0
1091,jsh0****,휴그랜트와 드류베리모어의 로멘틱코미디는 정말 즐거웠다^^,10,0,0,2007-11-19 23:33,0
1092,minw****,재밌기만하던데 ㄱ-,10,0,0,2007-11-19 22:23,0
1093,ming****,잔잔한게 아주~,8,0,0,2007-11-19 20:04,0
1094,dj01****,무난하다,7,0,0,2007-11-19 12:52,0
1095,dlst****,휴그랜트목소리..♡멋있다,10,0,0,2007-11-19 0:53,0
1096,whds****,아주 잼나네요 근데 약간 스토리상 부족한..부분이있네염,9,0,0,2007-11-18 16:08,0
1097,syj3****,굿,8,0,0,2007-11-18 12:15,0
1098,tjtl****,그냥좋은영화,8,0,0,2007-11-18 11:35,0
1099,2yoh****,골드 앤더 씰버~~ 왜케좋짘ㅋ,10,0,0,2007-11-18 2:33,0
1100,wami****,1프로 아쉽지만 훌륭해,9,0,0,2007-11-18 2:16,0
1101,vlfx****,OST가 너무 맘에 든다. 드류와 뺀질이의 결합도 은근히 신선하고. 굿~,10,0,0,2007-11-18 1:34,0
1102,hizm****,와우 굉장히 재밌네..,10,0,0,2007-11-17 23:27,0
1103,eee6****,드류베리모어 너무 사랑스럽다 ^^,10,0,0,2007-11-17 15:17,0
1104,hyoo****,드류베리모어 진짜 귀엽다!,10,0,0,2007-11-17 13:12,0
1105,liho****,이런게 로맨틱 코미디다,10,0,0,2007-11-17 1:04,0
1106,sher****,음악과 사랑이 어우러진 영화 내스타일,8,0,0,2007-11-15 23:26,0
1107,gomi****,"뻔한 로맨틱 코미디라 할지라도, 그들은 너무나 사랑스러웠다~~",9,0,0,2007-11-15 23:12,0
1108,fink****,노래도 좋고 주인공들도 맘에들고 괜찮은 영화~,10,0,0,2007-11-15 11:19,0
1109,deng****,"휴그렌트, 익살스런 표정과 베리모어의 귀여움. 뭘더 바래? 노래도좋다^^",10,0,0,2007-11-14 21:24,0
1110,do_x****,드류 베리모어 좋다,8,0,0,2007-11-14 14:53,0
1111,xkis****,왜케 평점이 낮지??...참나..드류 베리모어 엄청 이쁘게 나오는데.,10,0,0,2007-11-13 8:13,0
1112,pksj****,멜로를 좋아하지만 좀 식상,7,0,0,2007-11-11 15:47,0
1113,ohse****,역시 휴그랜트다 한 순간도 지루하지 않았다.,9,0,0,2007-11-10 17:04,0
1114,ask7****,잔잔하다그냥..,6,0,0,2007-11-10 9:15,0
1115,1611****,잔잔한영화 07에 본 영화중 제일 낫다,6,0,0,2007-11-09 20:16,0
1116,hao_****,좋았음^^,10,0,0,2007-11-08 21:06,0
1117,chld****,very humdrum..,6,0,0,2007-11-06 18:05,0
1118,0hae****,"감동이 있어지만, 조금 아쉬운 부분도 있네요.",7,0,0,2007-11-04 13:39,0
1119,poiu****,"굿!! 노래굿!! 눈,귀,마음도 즐거운 영화!",10,0,0,2007-11-01 14:30,0
1120,raqu****,맘편히 즐겁게 볼 수 있는 영화~,8,0,0,2007-10-30 10:31,0
1121,khg8****,"눈도,귀도 마음도 즐거웠다~good!",10,0,0,2007-10-30 4:12,0
1122,zkzk****,아.... 이제서야 보게 되었는데...마음 한구석이 따뜻해지네요.....,10,0,0,2007-10-28 22:57,0
1123,fire****,재밌으면 된거아닌가 =ㅅ=; 굿!,10,0,0,2007-10-28 22:31,0
1124,alsw****,음! 괜찮아~!,10,0,0,2007-10-28 21:43,0
1125,dhtm****,세상에 이처럼 아름다운 이야기가 있을까..최고의 영화!!,10,0,0,2007-10-26 17:45,0
1126,aino****,그저그런 전형적인 로맨틱 코메디;;,6,0,0,2007-10-25 20:23,0
1127,swes****,훈훈하고 크게 나쁘지않았다,8,0,0,2007-10-25 7:04,0
1128,susu****,재미있었습니다 ^-^;; 본지는 꽤 됬지만..,10,0,0,2007-10-23 22:10,0
1129,shhw****,마음이 훈훈하고 따뜻해지는 옇화였습니다^^,10,0,0,2007-10-21 12:46,0
1130,esto****,제목처럼 멜로디와 가사가 무척 로맨틱하고 멋지다.,10,0,0,2007-10-20 22:14,0
1131,bell****,뻔한 영화...그냥 그냥...,8,0,0,2007-10-20 0:51,0
1132,kim9****,노래같이 감미로운영화 ~,7,0,0,2007-10-16 13:19,0
1133,gisa****,무후훗~~ 재밌었다~~ ㅋㅋ,10,0,0,2007-10-14 13:29,0
1134,chao****,그냥 보는 내내 웃음이 났다. 그냥 좋은 영화.,10,0,0,2007-10-14 1:16,0
1135,han3****,넘 좋은 영화...,10,0,0,2007-10-14 0:07,0
1136,amap****,음표로 시를 쓰는 시인들의 사랑,10,0,0,2007-10-13 15:59,0
1137,sjs4****,무늬충들..이건 음악적으로 한단계 성숙해 지는 영화다 바보들아..,10,0,0,2007-10-13 9:51,0
1138,fant****,'재밌다'라는 단어만으로 형용할 수 없는 즐거움과 감동,10,0,0,2007-10-13 9:46,0
1139,rla0****,유쾌하고 즐거운 영화~!,10,0,0,2007-10-12 15:18,0
1140,masa****,"뻔하지만 독특한, 너무나도 아름다운 그들만의 사랑으로 돌아가는 방법.",10,0,0,2007-10-10 23:46,0
1141,kim8****,정말 멋진 영화 입니다. 감동이였습니다.,10,0,0,2007-10-09 20:19,0
1142,dlgu****,개굿.,10,0,0,2007-10-09 2:40,0
1143,john****,참 재미있는영화!!노래 또한 굉장하다.!,10,0,0,2007-10-08 22:08,0
1144,kika****,멋있다.,10,0,0,2007-10-08 20:22,0
1145,cnff****,오랜만에 최고 영화!!,10,0,0,2007-10-08 20:19,0
1146,love****,"사랑스러운 영화! 귀도, 눈도 마음도 즐거웠다.",10,0,0,2007-10-07 14:35,0
1147,cjzl****,노래도좋고 엔딩도좋고.. 나름볼만햇다~,9,0,0,2007-10-05 3:06,0
1148,skaw****,DVD로 지금봣는대 노래를 완성시키기까지의 과정이너무재밋어요,10,0,0,2007-10-04 2:36,0
1149,oliv****,왜 휴그랜트가 인기많나했더니..,10,0,0,2007-10-03 12:07,0
1150,hura****,뻔해도 재밌고 사랑스러운 로맨틱 코미디 강추!~ 음악도 디게 좋다~,10,0,0,2007-10-03 8:16,0
1151,nwhg****,마지막 부분이 너무 좋았다...,8,0,0,2007-10-02 17:08,0
1152,dj02****,음악도너무좋고 영화도좋고 굿굿~,9,0,0,2007-10-02 9:45,0
1153,tjdd****,오~ 샨티샨티,9,0,0,2007-09-30 7:38,0
1154,ck24****,멋진사랑과 이쁜노래♡,8,0,0,2007-09-29 12:13,0
1155,vjvj****,굿굿 베리굿,10,0,0,2007-09-27 16:45,0
1156,wjde****,개성배우들의 조화,10,0,0,2007-09-27 16:36,0
1157,asdw****,사랑을 보고나서 부터 즐거워 졌다.,9,0,0,2007-09-25 0:18,0
1158,dma9****,언젠가는 만들거야.남자가 더 좋아할 영화.,9,0,0,2007-09-24 21:47,0
1159,free****,재밌게 볼 수 있는 로맨스코메디..,8,0,0,2007-09-24 20:50,0
1160,hino****,음악이 너무 멋진 아름다운 영화!,10,0,0,2007-09-24 19:52,0
1161,psyc****,음악과 함께하는 영화는 이래서 재미있다.휴는 늙어도 멜로배우구나,9,0,0,2007-09-23 13:58,0
1162,sunn****,너무 재밌고 감동이에요^^,10,0,0,2007-09-22 17:10,0
1163,wo_o****,두 사람을 한 영화에서 보는 것도 즐거웠지만 감미로운 음악이 일등공신,10,0,0,2007-09-19 5:57,0
1164,crea****,전세계가 마르고 닳도록 우려내온 스토리지만 노래는 즐겁고 편안했어,7,0,0,2007-09-17 23:32,0
1165,ebbu****,내용도 괜찮고~음악이 더더욱 좋았땅^^,10,0,0,2007-09-17 21:43,0
1166,owen****,음악을 듣는 즐거움만으로도 만족한다.,7,0,0,2007-09-14 13:07,0
1167,terr****,로맨틱코미디의 진수,8,0,0,2007-09-13 23:53,0
1168,hihj****,감미로운 음악과 사랑...,10,0,0,2007-09-13 20:17,0
1169,sky1****,톡톡튀는 개성넘치는 영화 독특한 캐릭터 설정,9,0,0,2007-09-13 13:10,0
1170,hot_****,드류는 역시 예쁘다 ㅎㅎ,10,0,0,2007-09-12 21:38,0
1171,woon****,역시멋진노래와영화의만남은최고의 조합..!로맨스코미디의가벼운웃음과감동.,10,0,0,2007-09-11 21:43,0
1172,webm****,내생애 제일 재밋게 본영화! ㅋ,10,0,0,2007-09-11 11:12,0
1173,mini****,둘이 참 잘어울리는구나~~,8,0,0,2007-09-10 23:16,0
1174,toge****,남녀주인공의 팬이라면 훈훈한 영화~,8,0,0,2007-09-10 2:38,0
1175,blue****,드류와 휴의 만남... 절대 로맨스..ㅎㅎ,10,0,0,2007-09-09 15:36,0
1176,sky1****,좋아,10,0,0,2007-09-09 14:39,0
1177,hui_****,재미없어 중간에 껐다 몇달뒤 다시보며 재밌어한 영화,9,0,0,2007-09-09 4:43,0
1178,11ze****,마음이 너무 따듯해지는 영화.,10,0,0,2007-09-08 19:34,0
1179,limc****,노래가 듣기 좋다 ^^,10,0,0,2007-09-08 14:51,0
1180,jeon****,이 영화. 눈이 즐겁고. 귀도 즐겁다. 가슴도 따뜻해졌어.,8,0,0,2007-09-07 23:29,0
1181,marr****,남자가 부른 노래 좋았다,8,0,0,2007-09-07 18:23,0
1182,thdg****,휴그랜트노래너무잘부른다.....,10,0,0,2007-09-07 6:25,0
1183,yyca****,노래좋다,8,0,0,2007-09-06 23:47,0
1184,jisu****,별기대없이본영화.다른내용보단 영화에서 주인공이부른노래가더기억에남는..,10,0,0,2007-09-04 21:35,0
1185,mana****,가사는 모르겟지만 멜로디만 흥얼흥얼 ♬,8,0,0,2007-09-03 22:50,0
1186,jimm****,"뻔한것과 평범한것은 다른데, 이영화는 평범했다",7,0,0,2007-09-03 14:57,0
1187,sda1****,정말 재밌었는데 뭐가 별로라는지 ㅋㅋㅋ,10,0,0,2007-09-02 18:06,0
1188,yaho****,음악이 더 기억에 남음~find a way back into love~♬,8,0,0,2007-09-02 1:48,0
