,nickname,text,score,like,dislike,time,watch_movie
0,zoo keeper(kimc****),박평식평론가는 그렇게 재밌는영화가 없으면 영화를 무슨재미로 볼까? ㅉ,10,6397,835,2014-08-13 9:04,0
1,samm****,"평점 처음써봐요...진짜 오에스티며 스토리며 영상미며....최고.. .원스를능가한다고생각합니다....배우들연기도최고...말이필요없어요 망설이지마세요..안보면후회합니다...한번더볼의향있습니다...귀가황홀해요 ,...스...",10,3359,370,2014-08-13 10:05,0
2,반우치(dc71****),일단 노래가 엄청좋다.,10,2917,172,2014-08-13 0:20,0
3,라루스(lpl2****),영화가 끝나고나서 작은 락페스티벌에 다녀온 느낌이 들었다,10,2625,189,2014-08-13 8:34,0
4,타자왕(ieew****),원스가 모든 면에서 진화한 느낌. 노래 나올 때 들썩들썩하면서 보았음.,10,2112,237,2014-08-13 2:08,0
5,정뽀리(skyd****),마지막 엔딩크레딧까지 다 보게 만든 영화 !,9,1931,99,2014-08-13 21:26,관람객
6,js_6****,와 마지막 애덤이 lost stars 부르면서 키이라 나이틀리가 자전거 타고 달릴때 전율을 느꼈다,9,1867,59,2014-08-14 18:42,0
7,jeongleader(jhjg****),중간중간에 소름이 돋았음..,10,1614,102,2014-08-13 18:57,관람객
8,oran****,얼마나  가다렸는데...상영관이없다...진짜  너무하네  죄다 명량뿐...천만 넘었으니까다른 좋은 영화들좀보자구..에휴,10,1315,92,2014-08-13 10:40,0
9,나이루(dkdl****),버릴 곡이 하나도 없다. 상영관 늘었으면 좋겠음.,10,1256,70,2014-08-13 16:02,0
10,스펀지송(song****),낫보단 밤에.남자보단 여자에게.커플보단 솔로에게 어울리는 영화,9,1295,179,2014-08-13 21:57,0
11,변신(noob****),주인공 사이의 억지스러운 사랑 이여기가 없어서 좋습니다... 강추합니다. 인생영화 중 하나로...,10,1140,40,2014-08-13 23:37,0
12,반딧불(punn****),피아노 건반이 움직일 때...소름 쫙,10,1095,39,2014-08-13 19:23,0
13,dani****,비긴어게인>>>안녕 헤이즐,10,1216,240,2014-08-13 22:04,관람객
14,이동환(dhor****),좋다 이 영화오랜만에 느껴보는 좋은 기분,10,799,33,2014-08-13 19:01,관람객
15,ssp0****,뭐야....완전재밋는데 평론가평점 너무낮아요ㅜ,9,749,74,2014-08-14 0:02,관람객
16,쥴라이(keep****),멀리 가지 않아서 더 좋았던 영화.,7,604,30,2014-08-15 22:31,관람객
17,seoi****,끝나고나서 Lost Stars가 귓가에 맴도는 영화.. 원스의 진화형이라고 보면 딱일듯!,10,598,43,2014-08-13 11:24,0
18,점(qpr6****),"과하지 않아서 좋다. 작업중 의견차이로 인한 갈등 극복 후 해피앤딩같은 클리셰도 없어서 좋았고, 밴드구성원 한명한명의 스토리에 초점을 맞추기보다는 음악을 만들어가는 과정 하나하나를 담백하게 그려낸 점이 탁월하다",10,562,16,2014-08-15 10:46,관람객
19,은백(wons****),영화 끝나고 바보같이 진짜 1$에 올라와 있을까하며 검색했다.,10,539,30,2014-08-13 19:48,0
20,glem****,"""왜 청춘은 청춘에게 주기엔 낭비인 걸까요""",9,488,19,2014-08-25 22:26,관람객
21,로즈마리(qoem****),"이영화의 포인트는 음악도 음악이지만 인물들의 감정선이다, 묘하게 썸을 탈랑말랑하면서 쿨하게 자기자리로 돌아오는 그 묘하면서 디테일한 감정선의 변화, 이걸 못느끼는 둔한사람들에겐 이 영화는 단지 진부한 원스 모방작으로...",10,498,34,2014-08-20 17:54,0
22,윤효주(chic****),최고입니다. 그레타에 푹 빠졌습니다. 영화관에서 춤추고 싶긴 처음.,10,437,34,2014-08-13 19:56,0
23,free****,최근본영화중에 가장좋았습니다! 긴장감넘치는 영화가 많은지금 심신이 편안해지는 영화에요! 완전강추합니다!,10,413,30,2014-08-14 3:09,관람객
24,정일근(jung****),박평식 평론가 평론도 축축,10,416,40,2014-08-13 20:06,0
25,히로스애(pjj7****),노래가 너무 좋네요~  좋은 힐링영화였습니다.,10,328,19,2014-08-13 21:34,관람객
26,대한민국 육군병장(hoju****),음악 듣기가 취미인사람이라면 강추!중간중간소름 돋습니다~!!,10,268,17,2014-08-13 21:08,0
27,연가(5463****),노래도 엄청좋고 재밌어요,10,253,21,2014-08-13 3:17,0
28,dolphin(phin****),잔잔하고 음악마저 감동적이에요 추천추천,10,234,20,2014-08-13 20:27,관람객
29,무국(ohsi****),평론가 평점 도대체 왜있는거임? 보다보니까하도 어이가 없음,10,249,38,2014-08-13 20:02,0
30,BaeBae(jeon****),"방금 보고 들어오는길 ost 감상-최근 본 영화중에 장르상관없이, 최고, 영화많이 보러다니지만 댓글 다는거 처음이다, 남주여주 밴드 함께한 노래도 정말 좋지만 마지막 데이브 lost stars 오리지날로 부르는데 남...",10,213,12,2014-08-14 2:24,0
31,이해(good****),블록버스터에 지치셨다면 '비긴 어게인' 강력추천합니다! 배우들의 연기며  매력적인 뉴욕의 거리까지! 관람 후 핸드폰을 꺼내 바로 OST를 플레이하게 만드는 비긴 어게인 또 보고 싶네요~,10,199,16,2014-08-13 10:27,0
32,유우(viol****),결국 연애로는 발전안되는게 좋았음,9,165,4,2014-09-14 17:26,관람객
33,Rachel(mayf****),음악 연출 줄거리 연기가 모두 너무 쿨하고 좋았던 영화,10,162,15,2014-08-13 22:52,관람객
34,아침향기(aero****),간만에 나온 10점짜리 영화. 멋진 뉴욕의 밤거리 풍경과... 한곡도 버릴게 없는 주옥같은 노래들... 명량도 훌륭한 영화다만... 명량에 묻혀서는 절대 안될 영화!,10,144,8,2014-08-14 0:21,0
35,MaestroOH(ohta****),노래가 모든 걸 감싸네 애덤 리바인의 영향이 정말 큰 듯,10,143,12,2014-08-14 7:06,0
36,라끼(jhon****),한국영화 상영 횟수 늘리겟다고 이같은 대작들을 하루이틀만에 내려버리는 현실이 아쉽게 만든 봣지만 또보고싶은 영화,10,135,16,2014-08-13 20:41,0
37,김방구(u_u8****),진하지않은 감동이 은은하게 오래가는영화,10,127,9,2014-08-13 23:37,관람객
38,alsr****,뭔가 애착이 간다.굉장히 멋지거나 특별한것은 없지만 그냥 애착이간다.,8,124,9,2014-08-14 1:33,0
39,디삐삐코(canu****),개인적으로 원스보다 좋았다.,10,131,20,2014-08-13 14:37,0
40,슈(repo****),아침부터 귀 힐링. 뭔가 진짜 다시 시작하는 기분. 너무 좋았습니다.,10,117,10,2014-08-13 10:27,0
41,웃음가득(clea****),"키이라 나이틀리의 아름다운 목소리로 듣는 음악들과 그 가사에 소름이 끼칠 정도였어요. 꿈에 대한 진실한 열정, 가족애, 사랑이 다 있으면서도 아름다웠던 영화.",9,97,6,2014-08-17 10:58,관람객
42,No7Pires(audw****),안녕헤이즐이나 비긴어게인 상영관수가 너무 적어서 두편 연달아 봤습니다. 두 영화다 아름다운 영화입니다. 이런 명작들이 한국영화 텃세에 꽃을 못피우는 것이 아쉬울 뿐입니다.,10,92,8,2014-08-13 14:45,0
43,thdd****,"남편과 친구, 이렇게 셋이 갔는데 셋다 좋다좋다 물개박수 치고 나옴. 너무 사랑스럽고 아름다운 영화! 눈도 귀도 마음도 정화된 기분^^ 다시 보고싶다",10,83,5,2014-08-14 1:08,0
44,lys5****,"진짜 10점도 모자라, 영화 내내 시간가는줄 모르고 흠뻑 취해서 봤다 여배우 목소리 너무 감미롭고 정말 정말 최고다 말로 표현할수가없다",10,83,6,2014-08-14 0:14,0
45,마포만두(veid****),"음악, 영상, 모두 완벽!^^",10,82,6,2014-08-14 0:26,관람객
46,Sujin(merr****),저에겐 올해 최고의 영화이네요,9,82,10,2014-08-14 7:43,0
47,달영이(bban****),어바웃타임이후로 좋은영화,10,78,8,2014-08-14 9:31,0
48,ZacSol(swsw****),웬만하면 리뷰안쓰는데 다른영화들에 비해서 스크린점유율이 낮은게 너무 아쉬울정도로 강추하는 영화이다. 노래며 배우들의 그런 감정적인 연기들이 보기도 좋다.스토리도 짜임있고 ㅠㅠ 감동감동,10,74,6,2014-08-13 23:45,0
49,1116****,뮤지션도 아티스트이기전에 인간이다.난 더이상 배고픈 소크라테스는 불쌍해서 도저히 못보겠다.아티스트의 인권을 위해 나의 푼돈이라도 보탤것이다. 정신노동이 육체노동보다 더 힘드니까!영화대박 나시길 화이팅♡,10,74,6,2014-08-13 19:38,0
50,toxb****,평론가들 눈에 보이지 않는 무언가를 일반관객은 본다,10,80,12,2014-08-15 22:01,0
51,안은지(corn****),두 말 필요없이 행복하고 따뜻하고 미소가 생깁니다.,10,71,5,2014-08-14 10:21,관람객
52,나의 당신은 기쁨(bbb_****),"아껴서 듣고 보고 싶은, 간직하고 싶은 영화에요. 배우들의 감정선, 스토리, 음악, 영화 안의 소소한 인테리어  하나 하나  좋았어요..",10,67,3,2014-08-20 9:03,관람객
53,youn****,보통 이런 영화는 초반에 몰입하기 힘든데... 처음부터 참 좋았어요. 스토리 감정 연기 노래 모두 훌륭한 영화였습니다. 친구가 보고싶다길래 아침시간 상영하는데 별로없는데도 겨우겨우 찾아서 옆동네가서 보고왔네용. 후회...,10,64,2,2014-08-14 17:48,0
54,모래시계(dkdl****),전 개인적으로 엔딩이 정말 좋았어요 노래도 완벽하고 스토리도 좋고ㅠㅠ 또 한번 보고싶네요,10,64,3,2014-08-14 18:44,0
55,10024(hiro****),음악의 힘은 정말 대단bb,9,64,3,2014-08-13 20:58,0
56,그루브(neos****),어거지 로맨스도 없이 깔끔하고 하나의 앨범을 들을 기분이다 유쾌한 힐링영화,7,66,8,2014-08-15 20:42,0
57,Miracle뷰티(alee****),"태어나서 처음으로 영화평을 남기게 된 영화입니다. 지금까지 음악 영화에 실망한 경험이 많아 솔직히 기대를 많이 한 영화는 아닙니다. 하지만 보고 난 후, 단언컨대 지금까지 최고의 음악 영화라고 말씀 드릴 수 있습니다...",10,57,2,2014-08-13 21:17,0
58,supe****,마지막 lost stars 부르는 부분에서 나도 모르게 눈물. 오랜만에 괜찮은 영화,8,61,7,2014-08-31 14:27,관람객
59,pong****,기다렸던만큼 보상받은 느낌이네요!또 보고싶은 영화,10,62,8,2014-08-13 23:58,관람객
60,sil7****,뻔한 로맨틱한 엔딩이 되지않아서 좋았고 애덤리바인 공연장 장면ㅠ 노래로 감동받았다.,9,55,5,2014-08-16 23:47,관람객
61,eric****,노래 하나하나 다 명곡이에요ㅠㅠ,9,52,4,2014-08-14 18:50,관람객
62,000000(dudn****),개봉하자마자 혼자 가서 보고왔다. 원스를 좋아하는 사람이라면 후회하지 않을듯. 귀가 행복하고 마음이 따뜻해지는 영화! 지금도 ost 들으면서 쓰는중..ㅋㅋㅋ,9,48,3,2014-08-13 18:03,0
63,DrHappy(abny****),# 국내 블럭버스터 영화 3편( 군도. 명량. 해적 ) 보다 훨 재밌었고 감동적이었고 아름다웠다. 지금 개봉관 수 보다는 훨씬 더 많이 상영되야 할 영화라고 생각한다.,9,47,4,2014-08-16 9:06,0
64,테스(hkle****),상처받은 댄과 그레타는 음악으로 서로 교감하면서 뉴욕거리의 소음과 함께 음악을 듣고 녹음하며 상처를 치유한다. 소음속에서의 음악들이 넘 잘 어우러져 일상속에서 빛나는 보석처럼 아름다운 순간이 된다는것이 참 좋았다,9,43,1,2014-08-20 8:01,관람객
65,라실(dend****),최고다 진짜 노래는 말할것도없고 어디하나 흠잡을곳없이빠져들수있었다,10,39,1,2014-08-14 18:44,0
66,네네쨩(elee****),분위기와 노래에 반할수밖에 없다,10,38,1,2014-08-13 20:47,0
67,qkrw****,이건 꼭 봐야댘!!!!나가면서 어뜬 남자가 이걸 왜 하루에 두번만 상영하냐며...,10,42,5,2014-08-16 11:29,관람객
68,케븐(echa****),이토록 즐거운 영화가 배급사의 상영관의 장난질에 파묻혀 상영횟수가 적다는 것은 이나라 영화팬들의 불운이다.,8,37,1,2014-08-15 6:46,0
69,노나(nona****),강렬한 명작은 아니다. 편안하고 고개 끄덕여지는...가을날씨 같은 영화. 한국영화 요즘 편안치가 않아서 더 좋게 보였다. 우리도 소소하나 의미있는 영화 좀 만들고 볼 수 있었으면 한다.,9,36,1,2014-09-05 13:27,관람객
70,fogg****,일단  음악 정말 좋습니다.  영화보다 말고  OST 들으면서  밤거리를 걷고 싶은 충동발생 했습니다.  일단 원스보다는 좋았습니다.,9,37,2,2014-08-15 14:20,0
71,신예린(yeri****),스크린이꺼질때까지앉아잇엇던영화는처음!!,10,36,2,2014-08-16 13:18,0
72,well****,혼자 영화 보면서 정말 콘서트에 온 것 마냥 들썩이면서 영화를 보았어요. 원스처럼 사랑얘기가 주가 아니라 음악이 주인 영화예요~ 귀가 즐겁고 영혼이 즐거워지는 느낌이었습니다~ost 바~로 구입했어요! 음원 다운도 받...,10,36,2,2014-08-14 11:01,0
73,포르테(fort****),초반에 마크러팔로가 투명으로 악기 연주 상상하면서 키이라 나이틀리가 타이틀곡 부를때 소름돋았다. 그 후에도 여러번 소름돋음. 돈 안 아까운 영화!!,10,36,3,2014-08-26 22:40,0
74,Orispot(sydd****),한 편의 뮤지컬을 본 것 같았어요. 개인적으로 원스보다 더 좋았던 것 같습니다,10,37,4,2014-08-17 23:34,관람객
75,zzor****,헤이즐보다 73배 재밌는데 배급사가 힘이없는지... 마케팅이안되네..상영관좀 늘려주세요~~완전감동..너무 유쾌한! 기분좋은영화 몇일전 헤어지신 커플. 이별에 슬픈분. 영화노래가좋은 그런분 꼭보시길!! 원스와는 완전다...,10,30,1,2014-08-19 13:29,0
76,tkqk****,진심으로 가슴 따뜻하게 영화를 봤고 배우들의 열연과 노래가 내 가슴을 찡하게 만들었습니다. 이 영화 만들어주셔서 감사합니다.,9,30,2,2014-08-14 11:09,0
77,SoyKim(soy2****),원스도 물론 그 매력이 있지만 이 영화는 원스의 궁극체 느낌... 다시 어젯밤의 영화관 속으로 들어가고 싶습니다. 정말 좋아요,10,30,2,2014-08-14 8:23,0
78,프리캣(9976****),노래 한곡 한곡을 들을 때마다 온몸에 소름이 돋게 만드는 대단한 영화!!,10,33,5,2014-08-13 22:43,0
79,마시메로(jjhh****),"노래,연기,분위기,감동, 그리고 뉴욕 좋다 ㅎㅎ 특히 노래가 너무 좋다~~ 영화관에서 영화를 보고 나올때 기분이 좋구나 ㅎㅎ 배우들도 너무 좋고 그저 좋다 ㅎㅎ",10,30,3,2014-08-14 6:35,0
80,신들린면상(rhkr****),평론가 bird끼들은 줫도 안되는것들이 있어보이는척할라고 뭐같은 한줄리뷰 해놓고 평점 낮게주는거 보면 진짜 짜증나네요. 평론가평점은 진짜 쓰잘데기 없는 시스템인듯ㅋㅋㅋ,10,32,5,2014-08-15 12:49,0
81,산소사랑(voue****),블록버스터 사이에서 발견한 보석같은 영화,10,29,3,2014-08-13 23:59,0
82,묜(myon****),"""어떤 음악을 듣는지 알게되면 그사람에 대해서 알게되지"" 라든지사소한 순간이 음악을 통해 영화의 한장면처럼 느껴지는 마법에 대해 감독은 나와 같은 얘기를 한다. 너무 반갑게 ㅎㅎ음악도 영화도 편집이 중...",9,25,0,2014-08-24 3:22,0
83,김소현(nino****),마음은 이미 뉴욕 한복판에 가 있다ㅜㅜ 눈과 귀가 즐거워지는 영화.,10,26,1,2014-08-14 10:44,0
84,deeeeer(deee****),러브액츄얼리 이후 내 인생 최고의 외국영화진부하고 흔한 로맨틱 코미디물이 아니라 더 좋음,10,24,0,2014-08-15 0:00,0
85,김지원(joel****),액션만 보다가 오랜만에 감성 힐링하네 평생이런영화만보고싶다,10,24,1,2014-08-14 18:25,0
86,alsg****,애덤이 영화에 나온다는 생각에 들떠서 영화스토리는 기대 안하고 갔는데 진짜 너무 괜찮은 영화인거 같음... 이런 영화를 단순히 애덤 얼굴보기위해 보려했던 과거의 나가 후회됨,10,22,0,2014-08-13 21:59,0
87,폴햄(chy6****),스토리 최고 뭐라 설명을 못하겟다,10,24,2,2014-08-14 3:08,0
88,아나이스(itsm****),"비포시리즈, 원스 그리고 비긴 어게인",10,21,0,2014-08-14 23:23,0
89,cbc0****,굿 음악이 너무 좋고 말이 필요없음,10,23,2,2014-08-16 13:09,관람객
90,그리니(gree****),내가진짜이런거안쓰는데이건써야겠다진짜 블루레이랑 음반이랑 다살거야꾸르잼 ㅜㅜ,10,20,0,2014-08-14 9:39,0
91,신비연(lshs****),"가족들이랑 같이 보고 왔는데, 까탈 스러운 제 가족들을 다 만족시켰어요. 노래가 너무 좋고.키이라 나이틀리가 너무 이쁘게 나와서..보는 내내 이쁘다는 생각이..눈과 귀를 모두 호강시켜주는 영화.라고 생각합니다.상영을...",10,22,2,2014-08-17 10:59,0
92,트레버(towe****),영화가 끝나도 나가는 사람이 없는 영화,10,22,2,2014-08-13 20:18,0
93,BarbieBear(abou****),더 후에는 모르겠지만 이제까지 봤던 영화 중 최고. 보는 내내 소름...정말 아.. 라는 말밖에. 영화가 끝나고 크레딧이 올라가도 모든 관객들이 다 나가지도 못하고 멍..,10,19,0,2014-08-14 3:02,0
94,acid****,노래가 정말 좋습니다! 그런데 스토리도 매우 훈훈하다는 것이 큰 강점!,10,22,3,2014-08-14 9:18,0
95,얼큰이(mh32****),진심최고 무조건 다시볼꺼다,10,19,1,2014-08-14 5:00,0
96,락사마(ckr3****),관객은 나 혼자였다. 관 하나 통째로 빌린 느낌. 귀가 행복해지는 영화였다.,8,22,4,2014-08-20 17:49,0
97,kake****,요즘천만영화 명량??? 이런영화가 휠씬 힐링되는...힐링하고싶은분들에게 추천...,10,17,0,2014-08-15 18:10,0
98,제리(coco****),ost 연기 영화색감 모두 너무너무 좋았어요비오는날 영화끝나고 집에가는 길에 ost 모두 들으며 갔습니다 영화의 연장선 최고에요!혼자가서 다시 한번 보고싶은 영화에요!!,10,17,0,2014-08-14 1:42,0
99,dbeo****,음악이 듣기좋았고 마크러팔로 특유의눈빛을볼수있어서 좋았고 영화전체적인면에서 이영화는음악을 진정으로 느끼고생각하고 아끼고 사랑한다는 느낌을 받아서 좋았고  영화제목이 왜 begin again인지 제대로 이해해서 좋았다...,10,18,1,2014-08-14 7:02,0
100,풀향기(ulle****),최근에 본 영화 중에 가장 감동적이었던 영화. 영화 끝나고도 영화 사운드와 주인공 여배우의 잔잔하게 음악이 남아 끝나고도 영화 음악을 계속 듣게 되네요.,10,16,0,2014-08-17 13:20,관람객
101,garam(ygr1****),너무 예쁜 영화.  회사에서 오늘 너무 스트레스 받았는데.. 좋은 음악과 아름다운 영상으로 치유받은 느낌입니다ㅋㅋㅋ lost stars 짱짱!,9,16,0,2014-08-13 21:24,0
102,편입의매시(alsn****),오랬만에 자연스러운 웃음을 주는 영화를 본듯명랑 군도 해적 같은 영화는 이제 그만,9,17,1,2014-08-23 22:48,관람객
103,개구쟁이바람a(loya****),키이라 나이틀리 이렇게 노래 잘하는 줄 몰랐네요 진짜,8,18,2,2014-08-13 22:05,0
104,pmch****,잔잔하면서도 임팩트있는 영화,8,17,2,2014-08-13 22:44,관람객
105,유성은(dbtj****),집가면서 ost들으면서오는데 비도오고 크...너무좋네요,10,14,0,2014-08-13 21:56,0
106,ukti****,"늘 느끼는 거지만, 난 영화평론가, 기자들이 직접 만든 영화를 꼭 보고 싶다^^;;",10,19,5,2014-08-15 15:27,0
107,미친아이(eveo****),힐링 혼자봐도좋고 같이봐도 좋아,10,13,0,2014-08-23 23:48,0
108,mspa****,"영상, 음악, 엔딩 모든 것이 감동적이었다.",9,13,0,2014-08-14 10:02,0
109,byeb****,정말너무멋져서 보고나온길내낙 ost들음서 새벽길 걸어왔네요 감동감동,10,12,0,2014-08-17 12:20,관람객
110,melissa(5604****),오감이 즐거운 디저트 같은 영화,10,12,0,2014-08-13 17:32,0
111,Inside(dmj2****),OST부터 영상미까지 너무 아름다웠다. 하나의 콘서트를다녀 온 느낌이 들었다.,10,13,1,2014-08-17 10:11,0
112,수Sue(suel****),와 슬픈영화 아닌데 눈물이나고 코메디아닌데 웃음이난다. 밑에 평론가는 과연 평가할 자격은 있을까,10,14,2,2014-08-17 18:39,0
113,호랑야옹이(wemm****),마지막 애덤 리바인의 노래부르는 장면은 정말..,10,15,3,2014-08-26 11:42,0
114,heba****,귀로 보는 느낌있는영화,10,11,0,2014-08-14 0:15,0
115,happy(km10****),노래는 좋지만 스토리는 없다 평범한 가수와 제작자가 만나 성공한다 끝...   스토리가 약함...,1,24,13,2015-12-16 23:19,0
116,천비우(dest****),친구 추천으로 봤어요. 스토리라인이 탄탄한 영화를 좋아하는데 이 영화는 스토리는 너무 빈약하고음악만 풍부해서 자장가처럼 들려요.,1,24,13,2014-09-14 12:25,0
117,알럽코하(tjdm****),생각보다 별로... 지루했다,1,25,14,2014-09-15 17:04,0
118,곽승준(wkrn****),"추석 특선 소식에 찾아왔다. 그냥 너와 함께봐서 좋았었다.이제 더는 우리가 영화를 같이 볼 순 없겠지만, 이번 특선을 보며 한번쯤은 너도 나를 생각해주기를.",10,10,0,2015-09-27 1:57,0
119,이쁜신랑(y575****),Love again이 아니라...begin again 이라서 너무 좋았던영화...,10,10,0,2014-09-09 23:08,0
120,arie****,"그냥 행복한 영화...,",10,10,0,2014-08-13 20:45,0
121,행복지수(1022****),무도더빙한다고 이영화평점깎는사람뭐임,10,11,1,2015-09-26 18:57,0
122,희네(ilgu****),"평점에 속아 본 영화. 완전 졸려죽는줄,,",1,19,9,2014-09-21 15:02,0
123,Sir taiji(foge****),평점 거품이 심하다. Ost를 내세우기 위해 스토리를 끼워맞춘 느낌,1,20,10,2014-10-05 14:51,0
124,은별(twee****),최악이다 내용도없고 여주인공 노래도 별로,1,22,12,2014-09-14 19:40,0
125,어제오늘그리고내일(phs0****),나는 원스가 훨씬 더 스토리가 와닿고 재밌더라... 뭔가 더 자연스러운 카메라시점? 이랄까? 비긴어게인은 단지 노래를 들려줘야겠다!! 라고 만든 영화같다... 스토리가 너무 뻔해서... 하지만 노래는 좋아서 1점 드...,1,23,13,2014-09-18 12:31,0
126,하메두유(cmjt****),"볼만하긴 한데 평점이 말도안되게 너무 높네.. 어거스트러쉬,이프온리같은 감동을 기대했는데 너무 잔잔함..",1,23,13,2014-08-25 0:20,0
127,byun****,"남자의 사랑은 그 남자가  잘나갈때 드러나고, 여자의 사랑은 그 남자가 망했을때 드러난다고 한다. 누군가에 기대지 않고 자기 스스로의 힘으로 섰을때 비로소 한 사람의 인간으로 거듭난다. 사랑에 예속되지 않고 자기 길...",9,9,0,2014-09-16 16:55,0
128,경이(kyun****),"영화 보는 내내 귀가 즐거운건 둘째치고 영화 분위기 자체가 너무 좋았습니다. 감성적인 영화, 음악적인영화를 찾고 계신분이시라면 이영화를 꼭 보셔야할것같구요 이영화 시간이 지나도 인기 많을 영화예요.",10,9,0,2014-08-22 9:40,관람객
129,없다(craf****),평점에 속아 내 아까운 시간을 날렸다. 음악감상에만 만족하라. 재미는 없다.,1,19,10,2014-09-18 12:33,0
130,ssheyoung12(sshe****),그냥 긴 뮤비본느낌 뭐가 그렇게 감동인지 잘 모르겠다 노래는 좋음,1,21,12,2014-09-06 23:32,0
131,뷰디(qoal****),다들 재미있다고 하는데 난 하나도 재미없더구만.,1,24,15,2014-09-13 17:47,0
132,람바디(dlgh****),왜 9점 넘는지 이해가 안됨...,1,24,15,2014-09-13 13:56,0
133,도깨비방망이(happ****),평점보고 봤는데 진짜 재미없고 지루하고 졸렸어요,1,24,15,2014-09-01 19:08,0
134,방구뿡뿡(cand****),"개봉 당시 본 비긴어게인은 그저 잔잔하고음악이 좋은 힐링영화였고,시간이 흐른 후 다시 봤을 때 나의 인생영화가 되었다.",10,8,0,2018-09-20 17:25,0
135,pisz****,영화가 예쁘네요 무겁지도 않고 가볍지도 않구 ㅎ,9,8,0,2014-09-11 14:43,관람객
136,sole****,남자고 이런거 처음 써보는데요 정말 좋아요 키이라 나이틀리목소리에서 헤어나올수가 없네요 노래 너무좋고 연기도 과하지않고 딱좋아요 마지막에 서로쳐다보는 장면 소름ㅠㅠ원스. 원스를같이봤던 여자. 최근에 만났던 여자가 생...,10,8,0,2014-08-23 5:50,0
137,ooo(buen****),두사람관계를 우정으로 남겨두는 결말이 좋았네요 원스생각도 나고 음악이너무좋아서 지루할틈없었음,10,9,1,2014-08-24 0:38,관람객
138,chim****,이게 9점이 말이 되나?,1,10,2,2017-11-25 11:52,0
139,saeyan(anbk****),남이야 영화가 재미있든 말든  그 사람의 시각이고 존중해줘야지 평점 좀 낮게 준다고 그걸 비판하네... 그게 또 공감수 1위  이렇게들 자기 생각만 해서야 원...,1,10,2,2017-05-04 21:04,0
140,유오(heyj****),재미없는데 별로.. 10점은 너무 높은듯 내리기 위해서 1점,1,10,2,2014-10-11 21:41,0
141,song(sund****),평점 6-7점정도가 딱인듯...,1,10,2,2014-10-02 13:57,0
142,돌멩이하나(lee0****),평점이 너무 높아 조정용..,1,11,3,2014-10-31 12:18,0
143,dbsq****,아개노잼 영화에 결말이없다. 평점보고봤는데 진짜 노래만하다끝난다. 진짜노잼!,1,11,3,2014-09-21 18:39,0
144,JoO(heej****),"아,.,.,.,.,.,.,.,.,",1,11,3,2014-09-18 1:26,0
145,whdk****,감동 감동 또 보고싶습니다. 음악이 주는 감동은 정말 크딘,10,11,3,2014-08-16 23:26,관람객
146,스테이시(sdd1****),하도 재밌데서 봤더만 겁나 지루하고 잠만옴. 역시 취향은 존중해야하나..,1,13,5,2014-10-25 1:35,0
147,히죽이(gerr****),평점높길래 엄청기대하고봤는데 그냥 노래만좋고 영화스토리는 엉망임 노래좋다고 빨아댈거면 유투브에서 마룬5콘서트영상이나 보는게 더나을수도있음,1,13,5,2014-09-23 21:27,0
148,애플(mac2****),초반 30분 정도는 좋은  영화가 될 수 있었을 것으로 보였지만 중후반에는 끔찍한 유치함으로 3류 드라마로 종식.  전세계적으로 참혹한 실패와 혹평에도 불구하고 한국에서는 9점대가 넘는 평가를 받는 것은 한국의 3류...,1,13,5,2014-09-22 23:05,0
149,빈이(waky****),뭔가 아쉬웠던 영화이였던거 같아요.,1,14,6,2015-09-29 22:28,0
150,남궁성(cast****),참... 뻔하고 지루하고...,1,14,6,2015-08-10 10:36,0
151,해인대디(topg****),좋은 영화지만.. 평점 9점넘길 영화는 아닌듯..ㅋ,1,14,6,2015-02-21 6:40,0
152,DoublePD(drcl****),비주류인척 자유로운영혼인척 홍대병 허세,1,15,7,2015-04-16 19:09,0
153,리본케이크(ribb****),내가이상한가보네  그냥그런 영화던데.. 솔직히 5점정도인것같은데 평점이높아서 1점 :),1,15,7,2014-10-15 18:15,0
154,엘리시움(asap****),갠적으로 6점정도입니다. 평점조정하구요 스토리나 뭐 영상뛰어나다는데 굉장히 지루하고  뭘 말하는건지도 잘모르겟구요...,1,15,7,2014-09-21 1:07,0
155,shiny(este****),영화가 물도 아니고 술도 아니고..강약도 없고...,1,15,7,2014-09-13 16:06,0
156,DOOF(zjav****),7점은 주고싶은 영화지만 평점이 너무높아서...솔직히 지루,1,15,7,2014-09-08 14:07,0
157,여미(yuum****),lost star 빼고....,1,15,7,2014-09-08 10:15,0
158,카노푸스(aozo****),이게 모냐 엄청기대했는데..노래 빼면 감동도 줄거리도 없음,1,15,7,2014-08-31 23:22,0
159,와우(kima****),9점대 영화는아닌것같다. 눈감고봐도 될정도로 노래만부르다끝나는 시시한 영화.  줄거리가 있긴한가? 이렇게 단순한영화는 처음본듯 ..,1,16,8,2014-10-05 11:58,0
160,dltk****,나만 지루한 것인가 좋은 영화가 아니라고 할 수없지만 진짜 마지막 노래부르는 장면 빼고 지루해죽는줄 암,1,16,8,2014-09-16 7:08,0
161,injo****,글쎄요... 영화평이 좋아서 봤는대..노래는 좋지만 영화는 별로였습니다...,1,16,8,2014-09-15 13:30,0
162,곰돌(kimb****),평점보고봤습니다.. 그렇습니다..,1,16,8,2014-09-14 18:37,0
