,nickname,text,score,like,dislike,time,watch_movie
0,hull(miss****),코너의 상상씬에서 부모님이 함께 춤을 추고 형이 머리 손질하고 와서 라피나 전남친 무찔러주는 장면은 조금 뭉클했음. 누구나 그런 거 한번쯤 상상해보지 않았나 싶어서. 부모님은 사이 좋고 멋진 형에 사랑하는 여자는 날...,9,3567,61,2016-05-19 23:02,관람객
1,수(suli****),"지금 가지 않으면, 절대 못가니까.",10,2508,49,2016-05-19 2:46,0
2,백복치(bsj4****),형이 하드캐리&진주인공 이네요!!!ㅠㅠㅠㅠ,10,2254,38,2016-05-19 10:55,0
3,홍용진(jyki****),비긴어게인과 원스랑은 또 다른 감동...곡성 시빌워도 좋지만 이런 영화가 우리 삶을 아름답게 채워주지,9,1964,63,2016-05-19 0:02,0
4,박지혜(myid****),토끼 키우는 남자애 너무 귀엽지 않나요? 정말,9,1422,21,2016-05-25 12:08,관람객
5,yjs2****,감독이 중요한게 뭔지 아는것 같다. 적당히 오려낸 스토리로 성장하는 주인공과 음악을 잘 보여줬다. 네이버 평점 9.0 이상,10,1420,38,2016-05-19 10:32,0
6,0Nam(dks0****),솔직히 이야기는 비긴어게인보다 좋았다,9,1262,65,2016-05-19 9:06,0
7,랄라리롤로(eazy****),진짜 극장에서 보지 않으면 만 번 후회할 영화임! 인생영화.... 다시 보고 싶음!,10,1073,41,2016-05-19 14:41,관람객
8,아지뱀(yhoc****),"행복한 슬픔. 존 카니 감독의 어린 시절 경험을 바탕으로 이 영화를 통해 청춘에게 하고 싶은 말을 전했다. 유쾌하고 가슴이 벅차다. 그리고 형이 너무 멋있었다. 80년대 분위기, OST 정말 좋았어요",10,996,16,2016-05-19 11:17,0
9,히스티온(hist****),"'사랑', '가족', '꿈'. 수 많은 도전들을 뚫고 나가는 대리만족을 느끼고 싶다면. 강력추천.",10,875,17,2016-05-19 10:11,0
10,김재완(oreo****),주인공도 주인공이지만 주인공의 형 에게 정말 인상을 많이받았어요...표현하진않지만 가슴속에 상처가 많고 동생을 정말 생각해주고 있는것 같아요...정말 멋진형...ㅠㅠㅠㅠ 완전 재밌고 영화의 모든 노래는 자연스럽게 나...,10,739,5,2016-05-24 15:40,관람객
11,readysetgo(rkde****),"절대로 적당히해선 안돼, 알았지? 이 대사를 듣고머리를 한대맞은듯 정신이 번쩍들었다.",10,641,5,2016-05-25 9:36,0
12,PatrickJane(ktem****),존 카니는 진정 믿고 볼 수 있는 음악영화 감독!,10,651,29,2016-05-19 14:52,관람객
13,campeon(kuun****),제발 이런 영화좀 상영관수를 많이 늘려줬으면 좋겠다...이런 좋은 영화를 시간이며 영화관이며 찾아가서 봐야  한다는게 너무 안타깝네요ㅠㅠ,10,549,14,2016-05-19 17:04,0
14,haca****,음악이 너무 좋았어요~ 스토리도 소소한 케미가 있어 즐겁게 봤어요,10,506,23,2016-05-19 0:12,관람객
15,서민지(smj9****),"원스, 비긴 어게인을 잇는 영화. 역시 음악은 모든 것을 치유한다",10,493,20,2016-05-19 12:47,관람객
16,멍멍이(dlau****),"원스(감탄), 비긴어게인(전율), 싱 스트리트(소름)",10,474,28,2016-05-19 18:32,0
17,smk8****,"처음엔 그저 한 눈에 반한 그녀를 위한 노래였지만 점점 그녀뿐이 아닌 가족, 나를 위해 부르는 주인공이 노래뿐만이 아닌 내면의 모습까지 성장한다. 노래 하나하나가 자신의 삶을 보여주며 관객들에게 다시 한번 내 삶을...",10,370,2,2016-05-21 13:28,0
18,도도(soni****),영화를 보고 나니 여운이 계속 남네요. 감독의 전작보다 훨씬 유쾌하고 음악도 더 좋았습니다. 인생영화 감사합니다!!,10,380,20,2016-05-19 13:35,관람객
19,김탱(teaw****),그들의 청춘이 눈물나게 부러웠다. 주인공의 형에 감정이입이 많이 됐다.28살 나는 지금이라도 런던행 쪽배에 몸을 실을 수 있을까?,10,353,5,2016-05-25 16:48,0
20,Enjolras(jaec****),시작은 일단 저질러놓고 하는것! 음악과스토리 배우들 모두다 너무 좋다!,10,269,6,2016-05-19 11:52,0
21,암탉(mada****),존 카니 감독 영화 원래도 좋아했는데 싱스트리트 보고 제일좋아하는 감독됨! 앞으로 이 감독 영화는 무조건 볼듯,10,261,10,2016-05-19 16:12,관람객
22,오늘(khi2****),최고의 성장음악영화에요,10,260,12,2016-05-19 0:32,0
23,tier****,남주 여주 풋풋한 사랑이야기에 신나고 풍성한 밴드 사운드까지 있으니까 간질간질하고 설레는 느낌ㅋㅋㅋ 여운도 길게 남고!,10,242,5,2016-05-19 16:37,관람객
24,jt(savi****),원스 비긴어게인 처럼 감성적인 느낌 좋아해서 이건 딱봐도 밝고 뻔한 느낌이여서 거를려다 볼거 없어서 봤는데 인생영화 급이였습니다.. 뭉클한 부분도 많고 느끼는 부분도 많아서 보면서 여러번 짜릿했고 가슴뛰었네요,10,225,6,2016-05-19 18:53,0
25,타조알(wkfs****),"노래도 다 좋고, 나는 지금 인생의 어디에 있는가 질문도 던지게 되는 영화.",10,202,6,2016-05-19 11:11,0
26,sinc****,흥겹고도 아련하다...,10,171,2,2016-05-19 17:39,0
27,통속소설(jiwo****),"스물 다섯, 반 즈음 헐었다고 생각한 나의 이십대에 따듯한 반창고 한 장.",10,183,17,2016-05-19 13:49,0
28,강(mgk8****),무언가 잘 안 되거나 미래에 대한 고민이 많으신 분이 보시면 더 좋을 것 같아요 산뜻함 듬뿍 듣고 왔습니다 꼭 보세요!,10,169,6,2016-05-19 17:25,관람객
29,마루짱(mina****),감독의 소망을 가득 담은 영화성장영화로 굳굳,8,144,13,2016-05-19 0:29,관람객
30,dorothy(dora****),개존나게 울읐다. 너무 공감되서.,10,120,6,2016-05-19 12:08,0
31,말푀(shtn****),곡성으로 지친마음 제대로 힐링받음,10,119,10,2016-05-19 23:13,관람객
32,찰랑(imra****),또 하나의 인생 영화... 진심 영화 보고 난 후 하루종일 행복했음 노래도 너무 좋고 캐릭터들도 너무 귀엽다,10,115,7,2016-05-19 16:40,관람객
33,ddddzdf(bbon****),"첨엔 어찌 저리 찌질이들만 모아놨을까 하면서 보는데 점점 정이갑니다 ^,^ 늠나 정가는것 재밌어요",9,94,2,2016-05-19 20:31,0
34,lore****,비긴 어게인보다 넘나 좋았음! 간만에 인생영화 만남 ㅠㅠ 영화도 좋았고 보고나면 ost가 계속 생각나서 흥얼거리게됨!,10,89,8,2016-05-19 16:38,관람객
35,살쾡이(wild****),존 카니 감독 전작들보다 재밌고 인생영화가 될 갓 같아요~ 추천합니다!!!,10,87,7,2016-05-19 14:45,관람객
36,오브(aube****),오늘부터 싱 스트리트가 내 인생영화!!,10,74,5,2016-05-19 17:04,관람객
37,lnh0****,역시 존 카니 ost 넘나 좋은 것.,10,74,7,2016-05-19 0:36,0
38,dizm****,영화 너무 좋다 ... 내게는 비긴어게인 그 이상임,10,66,2,2016-05-19 14:59,0
39,피키피키(iami****),음악과 함께 내용도 너무 풋풋했어요~~ 최고,10,63,5,2016-05-19 8:55,0
40,구육오(min1****),평점 처음 쓰는데 정말 오랜만에 괜찮은 영화를 본 것 같다. 신경을 자극하는게 아니라 심장을 자극하는 영화. 사랑에 설레고 꿈에 설레고 음악이 정말 잘 살린 것 같다. 스펙타클하고 자극적인거 생각 말고 감정과 음악에...,10,57,2,2016-05-19 23:13,0
41,라이(skym****),"경쾌하고 듣기 좋은 음악과 함께하는 코너의 성장드라마 네요ㅎ 나이 30에 더이상 새로울게 없다고 생각했는데 이 영화를 보고나니 ""나도 조금이라도 반짝이고 싶다"" 라는 생각을 하게 됐네요 ㅎ 좋은 영화...",9,58,3,2016-05-19 19:02,관람객
42,므빈(ycg2****),비긴어게인에 이어 다시 또 행복한 영화엿어요 ㅜㅜ노래도 너무 좋고 ㅜㅜ너무 좋네요,10,50,3,2016-05-19 11:51,0
43,cookiepooky(yeon****),ost 좋고 배우들도 사랑스럽다,10,47,3,2016-05-19 15:56,0
44,bluerain(xux1****),비긴어게인도 꿀잼이였지만 그것보다 훨씬낫더라 최고 삶 과 사랑의 대한 영화,10,50,6,2016-05-19 14:46,0
45,미스타조군(cjh6****),인생을 다시 생각하게 되는 영화 다시 한번 보고싶게 되는 영화입니다 영화관이 많이 없다는게 아쉽네요,10,46,3,2016-05-19 15:07,관람객
46,12월(dlqm****),한번 더 꼭 보고싶네요 음악도 좋고 여운도 있고..괜히 존카니 감독은...천재에요...엄지척!,10,43,2,2016-05-19 16:39,관람객
47,love****,개봉하기만을 기다렸다가 아침일찍 보고온 보람이 있음! 한번 더 볼거임 강추,10,41,2,2016-05-19 16:35,관람객
48,ㅅㅉ(top_****),주인공 둘 다 예뻨ㅋㅋㅋㅋ,10,40,2,2016-05-19 18:49,0
49,빡친년(bbaa****),감성 충전하고 싶은 사람이라면 꼭 봐야할 영화! 진짜 강력 추천!! 인생 영화로 등극한 사람 많을듯~~,10,42,5,2016-05-19 15:13,관람객
50,tpwlsd(usom****),100여분동안 힐링받고 온 느낌?? 너무 훌륭하다... 노래 하나하나가.. 명곡임...,10,36,1,2016-05-19 19:07,0
51,santata7897(feel****),"역시.... 역시!!!! 풋풋하고 설레고 사랑스럽다..! 지쳐있는 마음을 싱그러운 소년과 소녀, 그리고 음악이 위로해주는 영화.",10,41,6,2016-05-19 13:33,관람객
52,태리리(buy0****),나의 지난 청소년기를 돌아보고 앞으로의 나에게 용기와 희망을 주는 것 같은 기특한 영화!,10,35,2,2016-05-19 17:06,관람객
53,하마(toyh****),저는 비긴어게인보다 더 좋았어요!풋풋하고 귀여운애들 보는맛..ㅎ 노래도 다 좋았어요,9,36,3,2016-05-23 10:27,관람객
54,쩐다(ekdm****),시사회로 봤는데 역시 믿고보는 존카니감독 음악 너무 좋음ㅠㅠ,10,36,3,2016-05-19 11:54,0
55,YOON(ekdb****),"떠나야겠습니다 세계여행. 남들은 공부하고 스펙채울때 전 갈래요. 너무 가고싶었지만, 무서워서..뒤쳐질까봐,후회할까봐 포기하려 했는데.지금 이 매일매일이 기회인데 놓치고 있었네요. 나이가 들어서 이 영화를 본다면 가슴...",10,32,0,2017-09-25 3:41,0
56,oret****,마지막 장면은 좀 과한 설정 같지만 오히려 그렇기 때문에 싱스트리트가 전하고자하는 내용이 와닿은것 같다.,9,36,4,2016-05-24 20:38,관람객
57,Inss(leej****),"비긴어게인보다 더 대중성있고 , 보는내내 힐링되는 귀",10,34,3,2016-05-19 17:44,0
58,귀차니스트(baks****),헤어나오지 못할것 같다,10,28,1,2016-05-19 23:01,0
59,하무(choh****),이런 영화가 더 많아졌으면 좋겠다.,10,27,1,2016-05-20 19:12,0
60,하늘(skyl****),후반부로 갈수록 남주가 잘생겨짐ㅋㅋㅋㅋ대체적으로 전작과 비슷한느낌이라 좋았음!,8,25,0,2016-05-26 21:24,관람객
61,쩔엉(wjdd****),와 진짜 존카니 감독.. 감동이에요. OST에 이어서 영화적 요소까지 완벽했음,10,28,3,2016-05-19 16:40,관람객
62,장다정(daju****),주인공의 성장을 보며 나를 돌아보게하는 영화! 나의 풋풋한 시절이 생각나서 같이 설레었음!,10,18,0,2016-05-19 17:11,관람객
63,눈누난나누나(oh_f****),영화 진짜 재밌게 봄..!! OST 가 아직도 귓가에 맴돌아 너무 좋아 엉엉,10,20,3,2016-05-19 16:33,관람객
64,호박(hell****),영화내내 웃으며 보다가 후반부 Drive it like you stole it 곡 부를땐 신나지만 뭉클했다 꿈을 쫓는 청춘들의 미친열정!한여름밤 시원하게 스트레스 해소하고 왔다,10,18,2,2016-05-22 13:50,0
65,some flowers(iamw****),보는 사람마다 다른 포인트에서 울컥할 수 있는 영화,9,16,1,2016-06-21 8:28,관람객
66,아니야(omy8****),다시 올 수 없는 낭만에 관하여,6,20,6,2016-05-19 17:03,관람객
67,메론초코(ydhs****),노래도 좋지만 남주여주 매력있음. 완죤 귀엽고 사랑스런 이야기.,10,21,7,2016-05-19 13:35,관람객
68,스푸트니크(zuno****),싱~싱~싱 마베베~ 싱싱싱~ 마베베,10,18,5,2016-05-19 14:55,관람객
69,아르케(kedu****),밴드를 만들게되는 사건에 개연성도 없고 조연들이 너무 공기임,5,25,13,2016-05-21 21:39,0
70,supu****,마무리가 아쉬운듯...,7,33,22,2016-05-21 16:11,관람객
71,enco****,와 진짜. 첫사랑의 두근거린. 청춘의 무모함. 인생이라는 무게 모든것이 다 담겨있네요. 사랑해요 존카니감독,10,11,1,2016-05-19 16:57,관람객
72,문신임(tbxm****),다른 건 다 좋았는데 솔직히 엔딩은 핵무리수...중학교 2학년 때 싸이월드 미니홈피 다이어리를 지금 읽은 것 같은 적당한 유치함도 좋았고 정말 좋은 음악들이 흘러 나왔는데 엔딩이..그걸..,8,28,18,2016-05-23 21:18,관람객
73,시루(siru****),코너의 어머니가 퇴근후에 햇빛을 맞으면서 담배를 물고 잡지를 보는 장면에서 10대때의 꿈을 시도도 못해보고 미련만 남았었던 나의 과거를 다시 되돌아 보게 됐다고 해야하나.. 꿈을 가슴속에 묻은 이들이 이 영화를 보고...,9,11,2,2016-05-23 9:03,0
74,보루시안랩소디(ljy5****),오랜꿈을 잠시나마 생각하게해준 영화...재밌다,10,12,3,2016-05-20 23:57,관람객
75,꽁끼(bamb****),하아 영화 너무 좋아요 개봉 기다렸는데 너무 좋았어요,10,13,4,2016-05-19 14:44,관람객
76,skws(skws****),감독하고 배우 한 명이 혐한이라면서욧...?,1,15,6,2016-06-03 19:10,0
77,몽구스(psps****),저런 쓰레기놈 영화를 봐야하나..,1,16,7,2016-06-04 8:17,0
78,kjek****,난 왜 재미없게봤지 ㅋㅋㅋ 피곤했을까 잠오던데,5,16,7,2016-05-23 21:24,0
79,ㅇㅇ(thfk****),"영화 평점에 배우 인종차별 병크를 남기는 게 적절한 지는 모르겠지만, 또 배우와 감독이 인종차별을 했으니 불매를 할지도 개인의 몫이지만 유독 ""한국인""만 싫어하는 배우가 나오는 영화를 봐야할지 한 번 ...",1,17,8,2016-06-03 21:28,0
80,아리앤(vvbb****),인종차별자 감독과 배우,1,19,10,2016-06-03 17:11,0
81,니미타(8030****),뒷부분에는 너무 대충만든 느낌..,7,20,11,2016-05-20 22:39,0
82,동지맘(ewes****),너무나 억지스러워요 ㅜㅜ,1,21,12,2016-06-04 14:26,0
83,허니티(sang****),"인스타보고 진짜  어이없더라ㅋㅋㅋ 영화는 영화지만, 보는 내내 인종차별생각나서 역겨웠음",1,21,12,2016-06-04 7:39,0
84,장사꾼(moni****),존카니 인종차별만으로도 역겨운데 배우까지ㅋ,1,21,12,2016-06-03 22:55,0
85,Rlian(pang****),인종차별주의자가 나오는 영화는 보지 않는다!,1,21,12,2016-06-03 20:02,0
86,나난(jum3****),평점왜이렇게 높은지 모르겠음..엄청기대하고가서 실망이 큰걸수도 있지만 처음 두곡?세곡?빼고 그다음노래들은 진짜별로...처음 뮤비찍을때까지만 재밌었음,3,21,12,2016-05-22 1:54,0
87,uzacha(j742****),감독은 개고기 운운하고 영화안에서 ... 배우는 한국애들이 팔로우해서 짜증내고 ㅋㅋㅋ 이런영화 보지마라 비긴어게인때도 그런말 해서 원스본거 토해내고 싶었는데 감독이 평소 어땠으면 배우가 저따위겠어  불매운동한번해야 ...,1,22,13,2016-06-04 0:12,0
88,잠팅2(qkfk****),감독이랑 배우가 인종차별하는 인간이라면서요?,1,22,13,2016-06-03 15:43,0
89,ㅇㅇ(thyl****),영화 자체는 괜찮은데 한국인 싫다는 인종차별주의자 배우가 나와서 재관람 의사는 없네요,1,22,13,2016-06-03 15:30,0
90,고품백수(blad****),이게 비긴어게인을 뛰어넘는다고? 영화보다 손목시계만 열번 쳐다봤음,5,23,14,2016-05-23 22:53,0
91,푸른불꽃(redb****),"혐한 감독과, 인종차별 배우라....",1,24,15,2016-06-03 18:32,0
92,abc9****,영화감독이랑 배우가 인종차별자라면서요?!,1,24,15,2016-06-03 16:22,0
93,love****,유치하고 지루해 돈아깝다 국밥이나 사먹을껄,1,24,15,2016-06-03 14:20,0
94,stella(mado****),한국이 그리 싫다면서 한국돈 긁어가는 감독과 배우를 보니 씁쓸할뿐... 세상에 좋은 영화 많다. 꼭 이딴 영화 돈주고 봐야할까.,1,26,17,2016-06-03 23:37,0
95,Bella(gucc****),원스와 비긴어게인을 너무 좋게 봐서 그런지..(원스는 다섯번 이상 봤네요) 기대가 너무 컸나봅니다. 음악도 이전작에 비해서 별로고 배경이 배경인지라 별로 공감도 안되고  딱 그냥그런 틴에이지 영화같았어요~ 실제에 비...,2,26,17,2016-06-03 9:43,0
96,kick****,이영화 보지마세요 한국인에 대한 안좋은 감정을 가지고 있는 감독과 배우인데 왜 우리가 이 영화를 봐야해요  비긴어게인 좋게봤지만 존카니 감독이 한국인을 보는 관점도 그렇고 이번에 마크맥케나 일도 유감스럽네요 이거 보...,1,32,23,2016-06-04 9:14,0
97,이경(rlat****),노래가좋아서 다시보고싶을정도,9,8,0,2016-05-19 17:22,0
98,april(merr****),취업 실패 그리고 사랑에 대한 상처로 인해 자존감이 매우 낮아져있던 20대 중반인 나에겐 아직도 펼쳐질 것들이 많다는 것을 다시금 알게 해주었다. 현실은 냉정하지만 그 냉정함 속에서 가끔 찾아오는 소소한 행복들이 있...,9,9,1,2016-05-22 20:58,0
99,ming****,"가볍게 보는 청춘성장 영화라고 생각했는데, 마지막 씬과 go now라는 노래가 잊어버린 꿈응 머리에 맴돌게 하며 여운을 남기네요",10,10,2,2016-05-22 22:18,0
100,dhwl****,자 여기 1점....☆,1,11,3,2016-06-04 1:08,0
101,라일락(5574****),여기 1점 추가요 by korean,1,14,6,2016-06-04 11:18,0
102,서월(rtet****),아무리 좋은 노래라도 루즈하고 개연성이 숭덩숭덩 뚫린 플롯을 매꾸진 못했다 거기에 지루함은 덤,2,14,6,2016-05-21 22:58,0
103,유리엘(dpdn****),스토리 별루 개연성두 별루 결론적으로 비긴어게인보다 별루 급하게 만든 느낌 ㅎ.ㅎ,1,15,7,2016-06-06 22:06,0
104,FMM(jaso****),이거 왜이리 평점 높음...????,1,15,7,2016-06-05 17:39,0
105,pome****,정서가 안맞음....,1,15,7,2016-05-22 10:42,0
106,미루(miss****),음악은 좋았지만 스토리는 다소 유치함. 특히 억지스러운 엔딩신에서 쓴웃음만 나옴.,1,20,12,2016-05-21 20:50,0
107,김민서(alex****),절대 적당히 해선 안 돼 알아들었어?,10,7,0,2020-03-02 17:53,0
108,시브룩(csm3****),나..도대체 이영화 왜 이제봤을까,10,7,0,2018-05-02 22:59,0
109,코코볼(zofl****),어려운 현실에서도 음악을 삶의 구원처로 삼고 포기없이 나아가는 주인공 모습에서 깊이 감동받았습니다,10,7,0,2017-01-30 0:26,0
110,밍(unfa****),절대 적당히 해서는 안돼. 이 대사가 어린 청춘들이 나에게 말해주는거 같아서 자꾸 마음에 남는다. 한번 더 보고파여,10,8,1,2016-06-20 9:05,관람객
111,thsw****,그냥 생각 없이 봤었는데 꼭 봐야만 하는 영화인 것을 깨달았다.,9,8,1,2016-05-24 21:00,관람객
112,우빈사랑(haso****),저만 별로였나요? 노래가 살린 영화네요.  스토리가 진짜.. 후..,1,11,4,2016-06-05 2:17,0
113,ahdfkahdg(dbgh****),와진짜 내가 현실적으로 평가하면음악영화 너무 좋아하고 챙겨보는 1인이지만 이렇게 개연성 현실성 스토리 아무것도 없는 ucc같은 영화는 처음입니다. 그냥 스토리가 아예없고 음악만 나오는 mp3같은 영화엿어요 여친이랑가...,1,26,19,2016-05-21 21:00,0
114,Fluoxetine(ponv****),비긴어게인 때부터 인종차별 낌새가 보였다,1,8,2,2016-06-04 22:15,0
115,yjh3****,재미있네요 성인을 위한 영화입니다,9,10,4,2016-05-22 15:17,관람객
116,연주(wowg****),주인공 형이 진짜 인상깊음. 그리고 서양이나 우리나라나 폭력적인 교육과 교사에 대한 경각심. 결국 또래의 폭력이나 어려움은 그들이 해결하는 모습. 왜 노래가 필요하고 동아리가 필요한지도 생각하게 됨. 성장영화로 괜찮...,8,6,1,2018-12-07 20:54,0
117,하기(iash****),순수한 열정만큼 아름답고 위대한것이 있을까.? ^-^,10,6,1,2017-01-30 1:29,0
118,뚜비(gkfl****),마지막 장면이 정말 여운이 남아요.. 지금 다시 떠올려도 뭔가 뭉클하고 벅차는게 주인공들에 감정이입된것같아요ㅠㅠ 정말 좋았습니다,10,6,1,2016-05-23 0:21,0
119,나는나(ralp****),절때 적당히 해서는 안돼~,7,6,1,2016-05-22 14:26,0
120,프레스티지(fall****),1시간 30분짜리 뮤직비디오 보는느낌drive it like you stole it 정말 노래 좋다,9,6,1,2016-05-21 23:45,0
121,아톰(atom****),역시! 기대한만큼 만족,9,6,1,2016-05-19 19:36,0
122,kimh****,보는 내내 울컥했다. 노래도 좋고. 한번 더 보고 싶음,10,7,2,2016-05-23 10:16,관람객
123,지친마음(xxxx****),한국이 사랑하는 존카니감독. 아이러니하게도 존카니는 한국을 개고기문화등을 언급하며 조롱하는 사람이며 싱스트리트의 토끼소년은 sns에서 한국인들을 스토커마냥 치부해버린다. 영화의 정서와 다른 이들의 태도. 받아들이는건...,2,8,3,2016-06-07 1:19,0
124,aaseqf(dntl****),네 번은 돈 주고 볼 수 있는 영화.,10,8,3,2016-05-24 21:42,0
125,꿈달팽이(musi****),편하게 보기 좋네요 OST 좋아요!,10,8,3,2016-05-19 17:40,관람객
126,Eun(diat****),설 특집 싱스트리트 기대했는데 더빙이라니..,10,9,4,2017-01-29 23:44,0
127,rlgns97(dbsr****),"존 카니 감독의 음악영화는 늘 마음 한켠을 아리게 한다.. 원스에서는 한 남자의 처절한 인생을, 비긴어게인에서는 한 여성의 슬픈 연애사를, 이번역시 마찬가지다. 특히 음악을 활용한 담담한 연출이 더 마음 깊숙히 들어...",9,9,4,2016-05-19 10:47,0
128,사나머니(ahej****),"스타이즈본, 라라랜드, 원스 음악영화 전부 돌려보는데 서로 다른 감동이 전해져서 지금 너무 행복하다 나도 다음 생에는 음악하는 사람이 되고싶다아, 이번생에도 늦지 않았을까?",9,4,0,2018-12-29 16:18,0
129,sil3****,내 인생영화 벅차올라요,10,4,0,2018-04-29 1:59,0
130,문화사랑(yeah****),진부한 스토리지만 영화 속 노래 때문에 의미 있는 영화였다.  노래가 좋았어~~~,7,4,0,2017-01-30 1:33,0
131,liz yoo(seun****),평이좋아서 기대를 많이하고 갔는데 생각보단 실망. 음악은 분명 좋았으나 스토리는 글쎄,7,4,0,2016-10-07 9:31,관람객
132,David(gilp****),역시 존카니!!! 강추,10,4,0,2016-05-22 14:57,관람객
133,DORI(azdo****),존카니 음악영화의 끝판왕급다음 작품도 너무나 기대됨!,10,4,0,2016-05-21 13:48,관람객
134,서권임(tp55****),인생영화 10자!!!,10,4,0,2016-05-20 17:16,0
135,dmst****,솔직히 예고편보고 노잼이라 생각했는데 진짜 원쓰 비긴어게인 만큼의 감동을 줍니다 시빌워 보다 훨씬 좋았네요 강추!!,10,4,0,2016-05-20 17:04,0
136,bbyy****,퍼펙트 10....70~80세대의 감성이 물씬함...추억에 잠기게하는 아름다운 영화,10,4,0,2016-05-20 16:22,0
137,Yem(suyo****),무언가를 시작하는것에 용기를 얻었습니다! 즐겁고 유쾌한 영화였어요!,10,5,1,2016-06-14 15:27,관람객
138,bbdd****,논리적인 평으로는 점수를 메길수 없는 영화. 그저 마음으로 듣고 보면 될뿐,9,5,1,2016-05-24 13:11,관람객
139,eheh****,한번 더 보러갑니다...,10,5,1,2016-05-20 17:42,0
140,소노다(kt51****),배우와 감독이 입을 잘못 놀려 망한 영화,1,6,2,2016-06-06 17:52,0
141,연진(kyj1****),너무 좋아요비긴어게인이랑은 느낌이 다르면서도 비슷한데.. 보는내내 웃음지으며 유쾌하게 봤네요^^기회된다면 한번 더 보고싶어요그리고 제가 20대 후반이고 꿈을 위해 외국을 가려고 준비중이거든요 그래서인가 뭔가 조금 더...,10,6,2,2016-05-23 18:15,관람객
142,나는야속기사(ljra****),일단 노래가 좋다. 남자주인공이 성장하는 스토리가 좋았다. 남자주인공에게 형은 없어서는 안될 존재다.,8,6,2,2016-05-22 14:30,0
143,옐인(caro****),넘나 좋은것 오늘보고 또 보러갈럽니다,10,6,2,2016-05-21 12:46,0
144,챈츄(rnjs****),노래가 진짜 너무 좋고 내용도 나무랄데가 없음 ㅠ,10,6,2,2016-05-20 18:04,0
145,GloriosaLily(bnmh****),개봉하자마자 달려가서본,10,6,2,2016-05-19 17:38,0
146,dddd(ahdt****),영화 잘보고 왔는데 인종차별주의자가 한국 극혐하는 사람들이 만든 영화였다니..,1,7,3,2016-06-08 0:26,0
147,큐우우브(bora****),인종차별주의자 감독이랑 배우 끼리끼리 노는 환장의 콜라보레이션. 별1개도 아까움,1,7,3,2016-06-06 20:13,0
148,둥지(end0****),이건 네 인생이야넌 어디든 갈 수 있어넌 핸들을 잡아야 해 그리고 그것을 소유해야 해그리고 운전해 마치 네가 그걸 훔친 것처럼,8,7,3,2016-05-23 14:32,관람객
149,sin94(ghkd****),너무풋풋하고순수한영화!!ost가너무좋아요!!,10,7,3,2016-05-19 17:39,0
150,meet****,존 카니 감독은 천재다.. 관객의 마음을 울릴 줄 아는 진정한 감독,10,7,3,2016-05-19 16:42,관람객
151,상콤이(mooo****),감독 너무실망이다맨마지막 말도안되는 억지엔딩...진짜 여기 평점에 농락당한거같음,1,10,6,2016-06-03 20:22,0
152,mart****,와 다 알바세요? 돈날리고왔습니다 하 ㅡㅡ,1,14,10,2016-05-23 22:54,0
153,꼭꼭(dusd****),지금 가지 않으면 절대 못가니까지금 알지 못하면 절대 모르니까,10,3,0,2018-11-20 23:34,0
154,Huhzzi(zccx****),옛날 캠코더로 찍은 감성이 그대로 느껴져서 너무 좋았습니다! 스타일 변화를 보는 재미도,10,3,0,2018-06-03 12:07,0
155,동이(seso****),20년 후의 내 청춘도 이렇게 비춰질 수 있었으면,10,3,0,2018-05-21 22:50,0
156,지우(rhae****),정말 멋진 형이다... 행복한 슬픔이란게 뭔지 알것만 같아요,10,3,0,2018-01-20 19:51,0
157,sung****,"너무나 어설펐고, 그래서 모든게 완벽했다",10,3,0,2017-10-12 13:09,0
158,짱똘(ggo1****),진짜 인생을 살아가는 감동.,10,3,0,2017-06-30 16:44,0
159,00(csw4****),보면서 너무 행복했다 여길 탈출하고싶다는생각이 들게만드느누영화,10,3,0,2017-01-30 1:26,0
160,최펭귄(qlcs****),"지금 가지 않으면, 절대 못가니까",10,3,0,2017-01-29 23:31,0
161,우익수하준호(kjo2****),아 결말이 맘에 든다 이거는,10,3,0,2016-06-10 10:26,0
162,seoj****,"기대 이상의 재미,감동! 노래도 너무 좋았음",10,3,0,2016-06-05 22:33,관람객
163,지혜(lgh0****),drive it like you stole it.,10,3,0,2016-05-24 18:29,관람객
164,pcn0****,기분좋은 영화. 예상치 못한 재미와 감동을 안겨준다.,10,3,0,2016-05-23 0:07,0
165,천사(juan****),용감한 청춘이어서 아름답고 부럽다.,8,3,0,2016-05-20 18:20,0
166,백뚱(cg30****),앞만 보고 달려온 당신이 영화를 보고 지친 심신을 쉬게해주는건 어떤지?,10,3,0,2016-05-19 17:32,0
167,mininn(mini****),시사회로 봤어요 리뷰 잘 안남기는 편인데 싱스트리트는 남기고 싶네요~~ 진짜 꿀잼ㅋㅋ,10,3,0,2016-05-19 17:04,0
168,dnjx****,극장에서 보지 못 했다면 얼마나 후회했을지...원스 비긴어게인 그 이상을 보여주는 그러나 국내에서 흥행하지 못한...내 인생 최고의 영화,10,4,1,2018-11-15 0:31,0
169,lure(vkfl****),전작과 비교해봤을때 더 성장한 작품같다. 가장 좋은 느낌이였음.,9,4,1,2017-01-30 1:35,0
170,hips(dkan****),영화와 음악으로 최고의 교훈을 배운다. 중요한게 무엇인지 생각하자 생각의 시야도 넓히고 최고의영화,10,4,1,2017-01-30 0:55,0
